Belfield > Computer Science > B-004,Wed Nov 04 09:31:56 GMT+00:00 2015,33,33
Belfield > Computer Science > B-004,Wed Nov 04 09:37:05 GMT+00:00 2015,32,32
Belfield > Computer Science > B-004,Wed Nov 04 09:42:12 GMT+00:00 2015,36,36
Belfield > Computer Science > B-004,Wed Nov 04 09:47:55 GMT+00:00 2015,35,35
Belfield > Computer Science > B-004,Wed Nov 04 09:52:27 GMT+00:00 2015,34,34
Belfield > Computer Science > B-004,Wed Nov 04 09:58:11 GMT+00:00 2015,33,33
Belfield > Computer Science > B-004,Wed Nov 04 10:03:14 GMT+00:00 2015,6,6
Belfield > Computer Science > B-004,Wed Nov 04 10:08:04 GMT+00:00 2015,6,5
Belfield > Computer Science > B-004,Wed Nov 04 10:12:44 GMT+00:00 2015,3,3
Belfield > Computer Science > B-004,Wed Nov 04 10:17:55 GMT+00:00 2015,3,3
Belfield > Computer Science > B-004,Wed Nov 04 10:22:51 GMT+00:00 2015,3,3
Belfield > Computer Science > B-004,Wed Nov 04 10:27:07 GMT+00:00 2015,3,3
