Belfield > Computer Science > B-004,Wed Nov 11 09:35:33 GMT+00:00 2015,24,24
Belfield > Computer Science > B-004,Wed Nov 11 09:39:42 GMT+00:00 2015,28,28
Belfield > Computer Science > B-004,Wed Nov 11 09:44:59 GMT+00:00 2015,25,25
Belfield > Computer Science > B-004,Wed Nov 11 09:50:49 GMT+00:00 2015,27,27
Belfield > Computer Science > B-004,Wed Nov 11 09:55:46 GMT+00:00 2015,26,26
Belfield > Computer Science > B-004,Wed Nov 11 10:00:49 GMT+00:00 2015,4,4
Belfield > Computer Science > B-004,Wed Nov 11 10:05:48 GMT+00:00 2015,2,2
Belfield > Computer Science > B-004,Wed Nov 11 10:10:23 GMT+00:00 2015,1,1
Belfield > Computer Science > B-004,Wed Nov 11 10:15:20 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Wed Nov 11 10:20:21 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Wed Nov 11 10:25:26 GMT+00:00 2015,0,0
