Belfield > Computer Science > B-002,Tue Nov 03 17:31:10 GMT+00:00 2015,31,31
Belfield > Computer Science > B-002,Tue Nov 03 17:36:17 GMT+00:00 2015,30,30
Belfield > Computer Science > B-002,Tue Nov 03 17:41:23 GMT+00:00 2015,29,28
Belfield > Computer Science > B-002,Tue Nov 03 17:46:31 GMT+00:00 2015,32,32
Belfield > Computer Science > B-002,Tue Nov 03 17:51:37 GMT+00:00 2015,27,26
Belfield > Computer Science > B-002,Tue Nov 03 17:56:38 GMT+00:00 2015,26,26
Belfield > Computer Science > B-002,Tue Nov 03 18:01:37 GMT+00:00 2015,19,19
Belfield > Computer Science > B-002,Tue Nov 03 18:06:37 GMT+00:00 2015,14,14
Belfield > Computer Science > B-002,Tue Nov 03 18:12:25 GMT+00:00 2015,11,11
Belfield > Computer Science > B-002,Tue Nov 03 18:16:35 GMT+00:00 2015,11,11
Belfield > Computer Science > B-002,Tue Nov 03 18:21:38 GMT+00:00 2015,10,10
Belfield > Computer Science > B-002,Tue Nov 03 18:26:28 GMT+00:00 2015,9,9
